,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
85,90873,4NRQwaks9r58tTDvr4iEyv,Wilson Pickett,In the Midnight Hour,In the Midnight Hour,65,157160,False,0.75,0.444,4,-8.63,1,0.0403,0.12,3.69e-06,0.118,0.849,111.919,4,rock-n-roll
86,110078,148KyQbBQnbJkx1uCki02A,Berg,Aurora,Monks,41,377391,False,0.644,0.899,1,-6.888,1,0.0514,0.00228,0.8,0.217,0.225,138.033,4,trance
87,2640,0Nc2X53OFDIxl1F1Z5AZfR,Atreyu,Release Your ANGER,Super Hero,0,385012,False,0.433,0.914,5,-3.894,1,0.0589,0.00394,0.000104,0.0896,0.158,144.007,4,alt-rock
88,70843,59dXbkVRhqHMxmu5ubznHS,Hong Ronghong,洪榮宏 百萬金曲 (愛情一斤值多少 / 阿爸原諒我),見面三分情,23,219066,False,0.418,0.421,4,-10.719,0,0.0409,0.528,0.0,0.388,0.267,116.869,3,mandopop
89,61842,7wrfXKOdFAvufZTEkr0kvf,Keyakizaka46,永遠より長い一瞬 ~あの頃、確かに存在した私たち~(Complete Edition),制服と太陽,18,250160,False,0.617,0.835,4,-4.111,1,0.0328,0.467,0.0,0.34,0.6,125.012,4,j-idol
90,95987,0uar1yIbMWNHmmAouH064O,Adalberto Álvarez y su Son,Para Bailar Casino,Deja La Mala Noche,29,314773,False,0.486,0.898,2,-6.411,0,0.0418,0.52,8.35e-05,0.292,0.96,96.103,4,salsa
91,28104,6BDLcvvtyJD2vnXRDi1IjQ,Seven Lions;ILLENIUM;Said The Sky;HALIENE,Rush Over Me,Rush Over Me,55,259555,False,0.441,0.753,0,-4.074,1,0.044,0.0701,0.0,0.027,0.254,135.015,4,dub
92,44439,7l3WTEY9owUL3kRgna75Bd,Alter Bridge,Silver Tongue,Silver Tongue,55,258786,False,0.427,0.93,1,-5.988,1,0.0745,1.12e-05,3.22e-05,0.439,0.345,140.934,4,grunge
93,60821,5KOaJQ6oIVk9AZB8WA3nf4,Kraff Gad,Sinna,Sinna - Radio Edit,19,240625,False,0.771,0.572,1,-5.491,0,0.0936,0.689,0.0119,0.167,0.231,96.032,4,j-dance
94,1342,6fPJR1tK21mcWrLqCQ3QVX,Orquestra Brasileira de Música Jamaicana,Obmjazz (Ao Vivo Na Casa De Francisca),Take 5 - Ao Vivo Na Casa De Francisca,23,431640,False,0.734,0.444,0,-10.782,0,0.0523,0.489,0.941,0.626,0.624,136.305,4,afrobeat
95,108210,2gmXozUIMGUCj36u5ARhB4,Orquesta Juan D' Arienzo,Orquesta Juan D' arienzo - La puñalada,Canaro en Paris,23,161000,False,0.679,0.466,4,-9.988,1,0.0495,0.544,0.683,0.06,0.7,128.306,4,tango
96,24568,461N1oxm9wLXavPlLVVKXU,Scan 7,Burdens Down,Burdens Down - Original Mix,5,364500,False,0.747,0.913,6,-7.218,1,0.041,0.000711,0.514,0.0477,0.85,130.005,4,detroit-techno
97,45697,5aWWkqDqVMGcYSI4MzEJqY,Los Poetas De La Guitarra,Music Without Words - Guitarra Vol. 2,Ella / La Enorme Distancia / Que Te Vaya Bonito / Vámonos,22,308981,False,0.454,0.328,2,-6.089,1,0.0337,0.871,0.85,0.117,0.451,139.757,3,guitar
98,93050,25NagGBYNPfgWwGRKPf4N0,Igor Talkov,Легенды всех времен - Игорь Тальков,"Скажи, откуда ты взялась",28,384000,False,0.653,0.562,1,-12.698,1,0.0293,0.667,0.000171,0.337,0.581,147.33,4,romance
99,76749,5xr4E3rM2nPqglIVl51kDY,Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,Verdi: Aida,"Verdi: Aida, Act 2: ""Fu la sorte dell'armi a'tuoi funesta"" (Amneris, Aida)",21,159173,False,0.275,0.0929,7,-19.473,1,0.0447,0.993,1.02e-06,0.26,0.0722,86.383,3,opera
100,28904,5bz7w9uBpH6YKuADn8fIEq,Eliminate;Leah Culver,Crystallize,Crystallize,46,212800,False,0.73,0.655,2,-2.737,1,0.0816,0.165,0.00179,0.115,0.316,149.999,4,dub
101,16622,5VdAY7rQ2rzy0rVcm74XSB,K. B. Sundarambal,Kandhan Karunai,Ariyathu Ariyathu,29,342960,False,0.515,0.262,9,-12.95,1,0.239,0.978,6.9e-05,0.639,0.647,100.122,4,classical
102,15682,5mwQno4zd8mR4pWJdjNqgN,suggi,Hug,Hug,50,272571,False,0.555,0.275,2,-11.975,1,0.0275,0.785,0.00338,0.096,0.262,139.948,3,chill
103,54229,5QofAKRR2TupPuoBkm81EO,The Black Dog,Music For Adverts (And Short Films),Wot,16,33426,False,0.507,0.633,1,-15.427,1,0.0959,0.0142,0.355,0.269,0.46,99.066,1,idm
104,20574,3VTQZWhvI8cwzjoSAJzcED,Cardi B,On Chill - Rap & RnB,Be Careful,0,210787,False,0.835,0.561,6,-8.248,0,0.4,0.0264,0.0,0.095,0.499,152.152,4,dance
105,52804,34YyfVGY7HhQcfu8ru1Vbn,Webb Pierce,Golden Hits (Vol. 2),Cowtown,10,140597,False,0.566,0.587,4,-10.31,1,0.0429,0.622,4.33e-05,0.727,0.833,78.628,4,honky-tonk
106,54318,0tH7mxb2ML1VlOinHRcelQ,Autechre,Tri Repetae,Clipper,38,514000,False,0.623,0.864,8,-11.918,1,0.159,0.134,0.849,0.369,0.968,160.025,5,idm
107,65650,70sKIAQgaVN2zWEEyOpyMZ,BTS;Juice WRLD,All Night (BTS World Original Soundtrack) [Pt. 3],All Night (BTS World Original Soundtrack) [Pt. 3],67,216873,False,0.725,0.706,5,-4.766,1,0.121,0.193,0.0,0.109,0.667,120.042,4,k-pop
108,40950,0JpSWEkjpNEfnmlPTYw60F,Thalles Roberto,"Saudade, Vol. 2",Deus da Minha Vida,37,285601,False,0.735,0.774,2,-6.919,0,0.0343,0.418,0.00227,0.727,0.562,101.987,4,gospel
109,34507,1cVZkFOstLUv5DTk9KwkbN,When Chai Met Toast,Joy of Little Things,Beautiful World,36,305333,False,0.621,0.524,2,-7.588,1,0.0347,0.538,1.03e-05,0.358,0.246,139.862,4,folk
110,62804,6Bt6EU8gtqCCiz18Z19mfn,ラックライフ,Lily,Lily,49,263893,False,0.632,0.736,11,-3.54,1,0.0503,0.0537,0.0,0.137,0.763,133.06,4,j-pop
111,96596,5LtcSAn2rpC3l19L0eX4Ig,Agepê,Agepê,Menina de cabelos longos,39,234040,False,0.663,0.738,0,-8.14,1,0.0358,0.0494,0.0,0.121,0.955,151.597,4,samba
112,110717,2GnYss45b02kqVWTdc99QO,Hi Profile,"Goa Beach, Vol. 26",Harmony - Original Mix,39,429893,False,0.48,0.819,0,-9.471,1,0.172,0.000569,0.762,0.45,0.061,138.03,4,trance
113,54630,2Ko5mZOF2ro5H64ruylmvD,Kettel,Ibb & Obb (Original Soundtrack),Secret Mersken,10,133825,False,0.32,0.13,1,-17.909,0,0.0342,0.936,0.944,0.105,0.0613,65.57,4,idm
114,60453,0BC1A4opbq3nb4PSjIPUHO,Vybz Kartel,Body Language Riddim,Body Language,21,152906,True,0.566,0.575,10,-10.079,0,0.24,0.149,0.0,0.109,0.184,179.829,4,j-dance
115,24039,2YYbO1tjcZbjaPm28Y90VX,Inner City,Good Life - The Best Of Inner City,Till We Meet Again,19,316880,False,0.672,0.685,1,-8.549,1,0.0294,0.0172,0.00148,0.126,0.228,102.077,4,detroit-techno
